model,arch,tier,quant,keypoint,group,mean_OKS,n_images
yolo26s-pose,v26,s,mixed,right_elbow,mid-limb,0.9979144965402058,6500
yolo26s-pose,v26,s,mixed,left_knee,mid-limb,0.9979194860841752,6500
yolo26s-pose,v26,s,mixed,right_knee,mid-limb,0.9976880304641834,6500
yolo26s-pose,v26,s,mixed,left_wrist,extremity,0.996182058838677,6500
yolo26s-pose,v26,s,mixed,right_wrist,extremity,0.995757679619469,6500
yolo26s-pose,v26,s,mixed,left_ankle,extremity,0.9965831397840386,6500
yolo26s-pose,v26,s,mixed,right_ankle,extremity,0.9961512592618065,6500
yolo26m-pose,v26,m,full,nose,head,0.976916026042279,6499
yolo26m-pose,v26,m,full,left_eye,head,0.9682205528765266,6499
yolo26m-pose,v26,m,full,right_eye,head,0.9766042918466827,6499
yolo26m-pose,v26,m,full,left_ear,head,0.9878076699421735,6499
yolo26m-pose,v26,m,full,right_ear,head,0.9878192147652158,6499
yolo26m-pose,v26,m,full,left_shoulder,trunk,0.9948644735099619,6499
yolo26m-pose,v26,m,full,right_shoulder,trunk,0.9940585605787166,6499
yolo26m-pose,v26,m,full,left_hip,trunk,0.9969429095039946,6499
yolo26m-pose,v26,m,full,right_hip,trunk,0.9965606600101443,6499
yolo26m-pose,v26,m,full,left_elbow,mid-limb,0.9933762692627968,6499
yolo26m-pose,v26,m,full,right_elbow,mid-limb,0.9921139612886779,6499
yolo26m-pose,v26,m,full,left_knee,mid-limb,0.9942695171958857,6499
yolo26m-pose,v26,m,full,right_knee,mid-limb,0.9949464125592694,6499
yolo26m-pose,v26,m,full,left_wrist,extremity,0.9890731469224373,6499
yolo26m-pose,v26,m,full,right_wrist,extremity,0.9887762279559531,6499
yolo26m-pose,v26,m,full,left_ankle,extremity,0.993353938813743,6499
yolo26m-pose,v26,m,full,right_ankle,extremity,0.9940029262294832,6499
yolo26m-pose,v26,m,mixed,nose,head,0.9949068750672833,6497
yolo26m-pose,v26,m,mixed,left_eye,head,0.9948801082659876,6497
yolo26m-pose,v26,m,mixed,right_eye,head,0.9941969447288581,6497
yolo26m-pose,v26,m,mixed,left_ear,head,0.997202004445155,6497
yolo26m-pose,v26,m,mixed,right_ear,head,0.9962747267142894,6497
yolo26m-pose,v26,m,mixed,left_shoulder,trunk,0.9990642338846222,6497
yolo26m-pose,v26,m,mixed,right_shoulder,trunk,0.9993220846220792,6497
yolo26m-pose,v26,m,mixed,left_hip,trunk,0.9990741257341936,6497
