model,arch,tier,quant,keypoint,group,mean_OKS,n_images
yolov8l-pose,v8,l,full,right_elbow,mid-limb,0.9861848411844449,6500
yolov8l-pose,v8,l,full,left_knee,mid-limb,0.9826080040978533,6500
yolov8l-pose,v8,l,full,right_knee,mid-limb,0.9905942273463146,6500
yolov8l-pose,v8,l,full,left_wrist,extremity,0.9820476336697126,6500
yolov8l-pose,v8,l,full,right_wrist,extremity,0.9681571476363032,6500
yolov8l-pose,v8,l,full,left_ankle,extremity,0.9880737572471455,6500
yolov8l-pose,v8,l,full,right_ankle,extremity,0.9905644121962744,6500
yolov8l-pose,v8,l,mixed,nose,head,0.9856129440626096,6500
yolov8l-pose,v8,l,mixed,left_eye,head,0.9862002068395235,6500
yolov8l-pose,v8,l,mixed,right_eye,head,0.9869406303884429,6500
yolov8l-pose,v8,l,mixed,left_ear,head,0.995136196398756,6500
yolov8l-pose,v8,l,mixed,right_ear,head,0.9940586989819858,6500
yolov8l-pose,v8,l,mixed,left_shoulder,trunk,0.9979964818119496,6500
yolov8l-pose,v8,l,mixed,right_shoulder,trunk,0.9970057036821894,6500
yolov8l-pose,v8,l,mixed,left_hip,trunk,0.9977231921977313,6500
yolov8l-pose,v8,l,mixed,right_hip,trunk,0.9980399747714541,6500
yolov8l-pose,v8,l,mixed,left_elbow,mid-limb,0.9963622910151962,6500
yolov8l-pose,v8,l,mixed,right_elbow,mid-limb,0.9953623210334595,6500
yolov8l-pose,v8,l,mixed,left_knee,mid-limb,0.9972376326196299,6500
yolov8l-pose,v8,l,mixed,right_knee,mid-limb,0.9960739444309964,6500
yolov8l-pose,v8,l,mixed,left_wrist,extremity,0.9937417489413941,6500
yolov8l-pose,v8,l,mixed,right_wrist,extremity,0.9940808087329484,6500
yolov8l-pose,v8,l,mixed,left_ankle,extremity,0.9926101695071301,6500
yolov8l-pose,v8,l,mixed,right_ankle,extremity,0.9945370115353981,6500
yolo11n-pose,v11,n,full,nose,head,0.874731556697405,6500
yolo11n-pose,v11,n,full,left_eye,head,0.8904074781567314,6500
yolo11n-pose,v11,n,full,right_eye,head,0.8826055284211061,6500
yolo11n-pose,v11,n,full,left_ear,head,0.9184354221278141,6500
yolo11n-pose,v11,n,full,right_ear,head,0.9417766530358241,6500
yolo11n-pose,v11,n,full,left_shoulder,trunk,0.9807632945502586,6500
yolo11n-pose,v11,n,full,right_shoulder,trunk,0.9780653353396057,6500
yolo11n-pose,v11,n,full,left_hip,trunk,0.9863849147989727,6500
yolo11n-pose,v11,n,full,right_hip,trunk,0.9853799242252963,6500
yolo11n-pose,v11,n,full,left_elbow,mid-limb,0.9609779421969606,6500
yolo11n-pose,v11,n,full,right_elbow,mid-limb,0.9634947989413303,6500
yolo11n-pose,v11,n,full,left_knee,mid-limb,0.9732435026631394,6500
yolo11n-pose,v11,n,full,right_knee,mid-limb,0.9816403561962912,6500
yolo11n-pose,v11,n,full,left_wrist,extremity,0.9261929823887379,6500
yolo11n-pose,v11,n,full,right_wrist,extremity,0.9268472979999567,6500
yolo11n-pose,v11,n,full,left_ankle,extremity,0.9575189890068506,6500
yolo11n-pose,v11,n,full,right_ankle,extremity,0.960078179853223,6500
yolo11n-pose,v11,n,mixed,nose,head,0.9799983913426298,6500
yolo11n-pose,v11,n,mixed,left_eye,head,0.9795188520200143,6500
yolo11n-pose,v11,n,mixed,right_eye,head,0.9778695827053687,6500
yolo11n-pose,v11,n,mixed,left_ear,head,0.990045877603214,6500
yolo11n-pose,v11,n,mixed,right_ear,head,0.9884477143237099,6500
yolo11n-pose,v11,n,mixed,left_shoulder,trunk,0.9965855181577618,6500
yolo11n-pose,v11,n,mixed,right_shoulder,trunk,0.9957866424891277,6500
yolo11n-pose,v11,n,mixed,left_hip,trunk,0.9973187791985773,6500
yolo11n-pose,v11,n,mixed,right_hip,trunk,0.9975155648014258,6500
yolo11n-pose,v11,n,mixed,left_elbow,mid-limb,0.9892990071396308,6500
yolo11n-pose,v11,n,mixed,right_elbow,mid-limb,0.9892856650052966,6500
yolo11n-pose,v11,n,mixed,left_knee,mid-limb,0.9911522266521086,6500
yolo11n-pose,v11,n,mixed,right_knee,mid-limb,0.993086019169964,6500
yolo11n-pose,v11,n,mixed,left_wrist,extremity,0.9684840694200152,6500
yolo11n-pose,v11,n,mixed,right_wrist,extremity,0.9663083359008263,6500
yolo11n-pose,v11,n,mixed,left_ankle,extremity,0.9856717522493725,6500
yolo11n-pose,v11,n,mixed,right_ankle,extremity,0.9838912488844987,6500
yolo11s-pose,v11,s,full,nose,head,0.9040950946379139,6500
yolo11s-pose,v11,s,full,left_eye,head,0.8918095132711714,6500
yolo11s-pose,v11,s,full,right_eye,head,0.8923760730635497,6500
yolo11s-pose,v11,s,full,left_ear,head,0.9255932248371956,6500
yolo11s-pose,v11,s,full,right_ear,head,0.9272267786051674,6500
yolo11s-pose,v11,s,full,left_shoulder,trunk,0.9826473272680094,6500
yolo11s-pose,v11,s,full,right_shoulder,trunk,0.9851222977110313,6500
yolo11s-pose,v11,s,full,left_hip,trunk,0.9860920929195394,6500
yolo11s-pose,v11,s,full,right_hip,trunk,0.9884680671578684,6500
yolo11s-pose,v11,s,full,left_elbow,mid-limb,0.9698318802034853,6500
yolo11s-pose,v11,s,full,right_elbow,mid-limb,0.9672100923006027,6500
yolo11s-pose,v11,s,full,left_knee,mid-limb,0.9755648455134925,6500
yolo11s-pose,v11,s,full,right_knee,mid-limb,0.9754350019352187,6500
yolo11s-pose,v11,s,full,left_wrist,extremity,0.9204917955037565,6500
yolo11s-pose,v11,s,full,right_wrist,extremity,0.9375039671039805,6500
yolo11s-pose,v11,s,full,left_ankle,extremity,0.9685039827698897,6500
yolo11s-pose,v11,s,full,right_ankle,extremity,0.9696623647801914,6500
yolo11s-pose,v11,s,mixed,nose,head,0.9810447305719173,6500
yolo11s-pose,v11,s,mixed,left_eye,head,0.9816732936207454,6500
yolo11s-pose,v11,s,mixed,right_eye,head,0.9809277989415167,6500
yolo11s-pose,v11,s,mixed,left_ear,head,0.9880870850596688,6500
yolo11s-pose,v11,s,mixed,right_ear,head,0.9889919759176476,6500
yolo11s-pose,v11,s,mixed,left_shoulder,trunk,0.996384986801865,6500
yolo11s-pose,v11,s,mixed,right_shoulder,trunk,0.9961976082970662,6500
yolo11s-pose,v11,s,mixed,left_hip,trunk,0.993691032496424,6500
yolo11s-pose,v11,s,mixed,right_hip,trunk,0.9942530856075095,6500
yolo11s-pose,v11,s,mixed,left_elbow,mid-limb,0.9908140022548108,6500
yolo11s-pose,v11,s,mixed,right_elbow,mid-limb,0.9844543552682714,6500
yolo11s-pose,v11,s,mixed,left_knee,mid-limb,0.990912313291683,6500
yolo11s-pose,v11,s,mixed,right_knee,mid-limb,0.9896243622469997,6500
yolo11s-pose,v11,s,mixed,left_wrist,extremity,0.974805564537054,6500
yolo11s-pose,v11,s,mixed,right_wrist,extremity,0.9722292147025435,6500
yolo11s-pose,v11,s,mixed,left_ankle,extremity,0.9905464133323459,6500
yolo11s-pose,v11,s,mixed,right_ankle,extremity,0.9900211889307253,6500
yolo11m-pose,v11,m,full,nose,head,0.9541276270613209,6500
yolo11m-pose,v11,m,full,left_eye,head,0.9553593115025512,6500
yolo11m-pose,v11,m,full,right_eye,head,0.9551141166623051,6500
yolo11m-pose,v11,m,full,left_ear,head,0.9631841219744579,6500
yolo11m-pose,v11,m,full,right_ear,head,0.9703455633368283,6500
yolo11m-pose,v11,m,full,left_shoulder,trunk,0.9897721781311144,6500
yolo11m-pose,v11,m,full,right_shoulder,trunk,0.992926022140876,6500
yolo11m-pose,v11,m,full,left_hip,trunk,0.9937018724667792,6500
yolo11m-pose,v11,m,full,right_hip,trunk,0.9934021581329926,6500
yolo11m-pose,v11,m,full,left_elbow,mid-limb,0.9812561536421686,6500
yolo11m-pose,v11,m,full,right_elbow,mid-limb,0.9776867976275102,6500
yolo11m-pose,v11,m,full,left_knee,mid-limb,0.9866951703998184,6500
yolo11m-pose,v11,m,full,right_knee,mid-limb,0.9887678569184223,6500
yolo11m-pose,v11,m,full,left_wrist,extremity,0.9540036289249904,6500
yolo11m-pose,v11,m,full,right_wrist,extremity,0.9638863471430417,6500
yolo11m-pose,v11,m,full,left_ankle,extremity,0.971022468233682,6500
yolo11m-pose,v11,m,full,right_ankle,extremity,0.9856339185326758,6500
yolo11m-pose,v11,m,mixed,nose,head,0.991037337343466,6500
yolo11m-pose,v11,m,mixed,left_eye,head,0.9926312303131383,6500
yolo11m-pose,v11,m,mixed,right_eye,head,0.9915389159721462,6500
yolo11m-pose,v11,m,mixed,left_ear,head,0.9936337002244281,6500
yolo11m-pose,v11,m,mixed,right_ear,head,0.9935334161748105,6500
yolo11m-pose,v11,m,mixed,left_shoulder,trunk,0.9975587710107322,6500
yolo11m-pose,v11,m,mixed,right_shoulder,trunk,0.997011525965215,6500
yolo11m-pose,v11,m,mixed,left_hip,trunk,0.9978863889248587,6500
yolo11m-pose,v11,m,mixed,right_hip,trunk,0.9975776603256015,6500
yolo11m-pose,v11,m,mixed,left_elbow,mid-limb,0.9935447042752982,6500
yolo11m-pose,v11,m,mixed,right_elbow,mid-limb,0.9924292058505927,6500
yolo11m-pose,v11,m,mixed,left_knee,mid-limb,0.9962482091908833,6500
yolo11m-pose,v11,m,mixed,right_knee,mid-limb,0.995862475372111,6500
yolo11m-pose,v11,m,mixed,left_wrist,extremity,0.9896395322073891,6500
yolo11m-pose,v11,m,mixed,right_wrist,extremity,0.9889901945178756,6500
yolo11m-pose,v11,m,mixed,left_ankle,extremity,0.9933404746099727,6500
yolo11m-pose,v11,m,mixed,right_ankle,extremity,0.9940813059895547,6500
yolo11l-pose,v11,l,full,nose,head,0.9619892367416641,6500
yolo11l-pose,v11,l,full,left_eye,head,0.9634609254097084,6500
yolo11l-pose,v11,l,full,right_eye,head,0.9688273659502746,6500
yolo11l-pose,v11,l,full,left_ear,head,0.9789449012921592,6500
yolo11l-pose,v11,l,full,right_ear,head,0.9781613507112835,6500
yolo11l-pose,v11,l,full,left_shoulder,trunk,0.9932342554623856,6500
yolo11l-pose,v11,l,full,right_shoulder,trunk,0.9947565054630182,6500
yolo11l-pose,v11,l,full,left_hip,trunk,0.9952325340169361,6500
yolo11l-pose,v11,l,full,right_hip,trunk,0.9963139390468987,6500
yolo11l-pose,v11,l,full,left_elbow,mid-limb,0.9853644866482664,6500
yolo11l-pose,v11,l,full,right_elbow,mid-limb,0.9833769951762908,6500
yolo11l-pose,v11,l,full,left_knee,mid-limb,0.9852978313202556,6500
yolo11l-pose,v11,l,full,right_knee,mid-limb,0.9921847562730638,6500
yolo11l-pose,v11,l,full,left_wrist,extremity,0.9734580861120704,6500
yolo11l-pose,v11,l,full,right_wrist,extremity,0.9702862054684521,6500
yolo11l-pose,v11,l,full,left_ankle,extremity,0.9853937345143362,6500
yolo11l-pose,v11,l,full,right_ankle,extremity,0.9850599713889329,6500
yolo11l-pose,v11,l,mixed,nose,head,0.990359266771481,6500
yolo11l-pose,v11,l,mixed,left_eye,head,0.9918565231820937,6500
yolo11l-pose,v11,l,mixed,right_eye,head,0.9920138385128187,6500
yolo11l-pose,v11,l,mixed,left_ear,head,0.9937249963654162,6500
yolo11l-pose,v11,l,mixed,right_ear,head,0.9934644789600175,6500
yolo11l-pose,v11,l,mixed,left_shoulder,trunk,0.9971240854110194,6500
yolo11l-pose,v11,l,mixed,right_shoulder,trunk,0.9971796688200559,6500
yolo11l-pose,v11,l,mixed,left_hip,trunk,0.9982565873712548,6500
yolo11l-pose,v11,l,mixed,right_hip,trunk,0.9981385178637385,6500
yolo11l-pose,v11,l,mixed,left_elbow,mid-limb,0.9950591300507043,6500
yolo11l-pose,v11,l,mixed,right_elbow,mid-limb,0.9944674452831486,6500
yolo11l-pose,v11,l,mixed,left_knee,mid-limb,0.9963250968268894,6500
yolo11l-pose,v11,l,mixed,right_knee,mid-limb,0.9954196877716635,6500
yolo11l-pose,v11,l,mixed,left_wrist,extremity,0.9801750977742183,6500
yolo11l-pose,v11,l,mixed,right_wrist,extremity,0.9838120323919297,6500
yolo11l-pose,v11,l,mixed,left_ankle,extremity,0.993625336622861,6500
yolo11l-pose,v11,l,mixed,right_ankle,extremity,0.9947076196693809,6500
yolo26n-pose,v26,n,full,nose,head,0.808425320058078,6317
yolo26n-pose,v26,n,full,left_eye,head,0.7965619685166141,6317
yolo26n-pose,v26,n,full,right_eye,head,0.792398576800119,6317
yolo26n-pose,v26,n,full,left_ear,head,0.84702192681463,6317
yolo26n-pose,v26,n,full,right_ear,head,0.8366281000715436,6317
yolo26n-pose,v26,n,full,left_shoulder,trunk,0.9323068264207415,6317
yolo26n-pose,v26,n,full,right_shoulder,trunk,0.9598344568690267,6317
yolo26n-pose,v26,n,full,left_hip,trunk,0.95941499482413,6317
yolo26n-pose,v26,n,full,right_hip,trunk,0.9766534483728206,6317
yolo26n-pose,v26,n,full,left_elbow,mid-limb,0.862310171613905,6317
yolo26n-pose,v26,n,full,right_elbow,mid-limb,0.902772696375887,6317
yolo26n-pose,v26,n,full,left_knee,mid-limb,0.8833497911261226,6317
yolo26n-pose,v26,n,full,right_knee,mid-limb,0.9392849465857829,6317
yolo26n-pose,v26,n,full,left_wrist,extremity,0.7858402470046881,6317
yolo26n-pose,v26,n,full,right_wrist,extremity,0.8347114418520494,6317
yolo26n-pose,v26,n,full,left_ankle,extremity,0.8829017804898929,6317
yolo26n-pose,v26,n,full,right_ankle,extremity,0.9188649053272007,6317
yolo26n-pose,v26,n,mixed,nose,head,0.9691671516310523,6479
yolo26n-pose,v26,n,mixed,left_eye,head,0.969189884209355,6479
yolo26n-pose,v26,n,mixed,right_eye,head,0.9689559747251627,6479
yolo26n-pose,v26,n,mixed,left_ear,head,0.9818257900627512,6479
yolo26n-pose,v26,n,mixed,right_ear,head,0.981885118916615,6479
yolo26n-pose,v26,n,mixed,left_shoulder,trunk,0.9946750447793207,6479
yolo26n-pose,v26,n,mixed,right_shoulder,trunk,0.9942655498580053,6479
yolo26n-pose,v26,n,mixed,left_hip,trunk,0.9965343387222537,6479
yolo26n-pose,v26,n,mixed,right_hip,trunk,0.9968378288943983,6479
yolo26n-pose,v26,n,mixed,left_elbow,mid-limb,0.9852680767349251,6479
yolo26n-pose,v26,n,mixed,right_elbow,mid-limb,0.9844746673082106,6479
yolo26n-pose,v26,n,mixed,left_knee,mid-limb,0.990316555394583,6479
yolo26n-pose,v26,n,mixed,right_knee,mid-limb,0.9917750224447184,6479
yolo26n-pose,v26,n,mixed,left_wrist,extremity,0.9549825264998391,6479
yolo26n-pose,v26,n,mixed,right_wrist,extremity,0.9586307656503834,6479
yolo26n-pose,v26,n,mixed,left_ankle,extremity,0.9830621101944931,6479
yolo26n-pose,v26,n,mixed,right_ankle,extremity,0.985874965957586,6479
yolo26s-pose,v26,s,full,nose,head,0.9663451120494142,6497
yolo26s-pose,v26,s,full,left_eye,head,0.9669996925345612,6497
yolo26s-pose,v26,s,full,right_eye,head,0.9689592193858866,6497
yolo26s-pose,v26,s,full,left_ear,head,0.9833195564902588,6497
yolo26s-pose,v26,s,full,right_ear,head,0.9664850689596457,6497
yolo26s-pose,v26,s,full,left_shoulder,trunk,0.9932173935222004,6497
yolo26s-pose,v26,s,full,right_shoulder,trunk,0.9918957863806483,6497
yolo26s-pose,v26,s,full,left_hip,trunk,0.9914406444663372,6497
yolo26s-pose,v26,s,full,right_hip,trunk,0.9880324399397635,6497
yolo26s-pose,v26,s,full,left_elbow,mid-limb,0.9902944475905905,6497
yolo26s-pose,v26,s,full,right_elbow,mid-limb,0.9877984979748657,6497
yolo26s-pose,v26,s,full,left_knee,mid-limb,0.993018806957032,6497
yolo26s-pose,v26,s,full,right_knee,mid-limb,0.9925158284618915,6497
yolo26s-pose,v26,s,full,left_wrist,extremity,0.9753604607719489,6497
yolo26s-pose,v26,s,full,right_wrist,extremity,0.9785397471711371,6497
yolo26s-pose,v26,s,full,left_ankle,extremity,0.9877653713089631,6497
yolo26s-pose,v26,s,full,right_ankle,extremity,0.9911312685439292,6497
yolo26s-pose,v26,s,mixed,nose,head,0.9887789104862297,6496
yolo26s-pose,v26,s,mixed,left_eye,head,0.9914027824431952,6496
yolo26s-pose,v26,s,mixed,right_eye,head,0.9915802858793121,6496
yolo26s-pose,v26,s,mixed,left_ear,head,0.996274575660201,6496
yolo26s-pose,v26,s,mixed,right_ear,head,0.9965292808452141,6496
yolo26s-pose,v26,s,mixed,left_shoulder,trunk,0.9989285859200839,6496
yolo26s-pose,v26,s,mixed,right_shoulder,trunk,0.9986589957218422,6496
yolo26s-pose,v26,s,mixed,left_hip,trunk,0.9987026967494614,6496
yolo26s-pose,v26,s,mixed,right_hip,trunk,0.9985531562612963,6496
yolo26s-pose,v26,s,mixed,left_elbow,mid-limb,0.9969322036246142,6496
yolo26s-pose,v26,s,mixed,right_elbow,mid-limb,0.996390743294386,6496
yolo26s-pose,v26,s,mixed,left_knee,mid-limb,0.9975186021012156,6496
yolo26s-pose,v26,s,mixed,right_knee,mid-limb,0.9968747808051539,6496
yolo26s-pose,v26,s,mixed,left_wrist,extremity,0.9879476602638212,6496
yolo26s-pose,v26,s,mixed,right_wrist,extremity,0.988368031458092,6496
yolo26s-pose,v26,s,mixed,left_ankle,extremity,0.9960151540770775,6496
yolo26s-pose,v26,s,mixed,right_ankle,extremity,0.9957193575193585,6496
yolo26m-pose,v26,m,full,nose,head,0.9760927629138513,6496
yolo26m-pose,v26,m,full,left_eye,head,0.9699275744214002,6496
yolo26m-pose,v26,m,full,right_eye,head,0.9748858271412327,6496
yolo26m-pose,v26,m,full,left_ear,head,0.9847818729543898,6496
yolo26m-pose,v26,m,full,right_ear,head,0.9833009774053866,6496
yolo26m-pose,v26,m,full,left_shoulder,trunk,0.9953415748910274,6496
yolo26m-pose,v26,m,full,right_shoulder,trunk,0.9936277953212748,6496
yolo26m-pose,v26,m,full,left_hip,trunk,0.9967042145784367,6496
yolo26m-pose,v26,m,full,right_hip,trunk,0.9967461496781671,6496
yolo26m-pose,v26,m,full,left_elbow,mid-limb,0.9910441863684892,6496
yolo26m-pose,v26,m,full,right_elbow,mid-limb,0.9895080335518962,6496
yolo26m-pose,v26,m,full,left_knee,mid-limb,0.9926725839187317,6496
yolo26m-pose,v26,m,full,right_knee,mid-limb,0.9934478484636423,6496
yolo26m-pose,v26,m,full,left_wrist,extremity,0.9695695327172555,6496
yolo26m-pose,v26,m,full,right_wrist,extremity,0.9801509164621833,6496
yolo26m-pose,v26,m,full,left_ankle,extremity,0.9920946859025819,6496
yolo26m-pose,v26,m,full,right_ankle,extremity,0.9921499685786276,6496
yolo26m-pose,v26,m,mixed,nose,head,0.9942340594266964,6494
yolo26m-pose,v26,m,mixed,left_eye,head,0.9944634889509902,6494
yolo26m-pose,v26,m,mixed,right_eye,head,0.9940811905771179,6494
yolo26m-pose,v26,m,mixed,left_ear,head,0.996795476105536,6494
yolo26m-pose,v26,m,mixed,right_ear,head,0.9962777613013658,6494
yolo26m-pose,v26,m,mixed,left_shoulder,trunk,0.9989373382570476,6494
yolo26m-pose,v26,m,mixed,right_shoulder,trunk,0.9990970062735731,6494
yolo26m-pose,v26,m,mixed,left_hip,trunk,0.9987719593273705,6494
